lemma	freq	distance	eligible	proper	concreteness	out_deg	in_deg
estimate	145	NA	1	0	2.65	0	1
estonia	1	NA	1	0		0	0
estradiol	2	NA	1	0		0	0
estrogen	26	1	1	0	3.68	1	0
estuarine	3	NA	1	0		0	0
estuary	13	NA	1	0	4.17	1	0
etc	7	NA	1	0		0	0
etecsa	3	NA	1	1		0	0
ethanol	6	NA	1	0	4.61	0	0
ethical	20	NA	1	0	1.30	0	0
ethicist	1	NA	1	0	2.52	0	0
ethics	12	NA	1	0	2.28	0	0
ethiopia	22	1	1	1		1	0
ethiopian	22	NA	1	1		0	0
ethnicity	2	NA	1	0	2.60	0	0
ethyl	2	NA	1	0	4.04	0	0
etna	3	NA	1	1		0	0
etnoyer	1	NA	1	0		0	0
ets	1	NA	1	0		0	0
eu	1	NA	1	1		0	0
eucalyptus	1	NA	1	0	4.77	0	0
euchromatin	1	NA	1	0		0	0
eucoelomate	2	NA	1	0		0	0
eucoelomates	7	NA	1	0		0	0
eudicot	3	NA	1	0		0	0
eudicots	13	5	1	0		1	0
euglena	1	NA	1	0		0	0
eukarya	14	NA	1	1		0	1
eukaryota	1	NA	1	0		0	0
eukaryote	67	1	1	0		1	0
eukaryotic	103	NA	1	0		0	0
eumetazoa	1	NA	1	0		0	0
euploid	2	NA	1	0		1	0
euploids	1	NA	1	0		0	0
euploidy	1	NA	1	0		0	0
eurasia	2	NA	1	1		0	0
eurasian	8	NA	1	1		0	0
euro	14	NA	1	0	4.30	0	0
euromaidan	3	NA	1	1		0	0
europe	189	NA	1	1		0	0
european	102	NA	1	1		0	0
europol	10	NA	1	1		0	0
eutherian	12	NA	1	0		1	0
eutrophication	5	NA	1	0		1	0
evacuate	1	NA	1	0	3.30	0	0
evacuation	1	NA	1	0	3.44	0	0
evade	7	NA	1	0	2.67	0	0
evaluate	3	NA	1	0	1.85	0	0
evaluation	5	NA	1	1	3.00	0	0
evans	3	NA	1	1		0	0
evaporate	14	NA	1	0	3.29	0	0
evaporation	25	1	1	0	3.03	4	0
evaporative	1	NA	1	0		0	0
evapotranspiration	1	1	1	0		1	0
evasion	2	NA	1	0	2.46	0	0
eve	3	NA	1	1	2.70	0	0
even	543	0	0	0	2.79	0	0
evening	28	0	0	0	3.26	0	0
evenly	6	NA	1	0	2.63	0	0
event	164	NA	1	0	2.69	0	6
eventual	9	NA	1	0	1.81	0	0
eventually	71	NA	1	0	1.75	0	0
ever	122	0	0	0	1.48	0	0
everest	40	0	1	1		0	0
everett	1	NA	1	0		0	0
everglades	1	NA	1	0		0	0
evergreen	8	NA	1	0	4.00	0	0
eversheds	3	NA	1	1		0	0
evert	1	NA	1	0		0	0
every	324	0	0	0	2.28	0	0
everybody	22	0	0	0	3.13	0	0
everybodys	1	NA	1	0		0	0
everyday	10	NA	1	0	2.43	0	0
everyone	114	0	0	0	2.92	0	0
everyones	5	NA	1	0		0	0
everything	96	0	0	0	2.30	0	0
everywhere	28	NA	0	0	2.00	0	0
evict	3	NA	1	0	3.18	0	0
eviction	1	NA	1	0	3.13	0	0
evidence	157	0	1	0	3.65	0	1
evident	4	NA	1	0	2.04	0	0
evidently	1	NA	1	0	1.38	0	0
evo	2	NA	1	1		0	0
evobeaker	1	NA	1	0		0	0
evocative	1	NA	1	0	1.42	0	0
evoke	1	NA	1	0	2.36	0	0
evol	1	NA	1	0		0	0
evolution	174	1	1	0	2.61	5	1
evolutionarily	6	NA	1	0		0	0
evolutionary	118	NA	1	0	1.78	0	0
evolve	145	NA	1	0	1.96	0	0
exacerbate	4	NA	1	0	2.17	0	0
exact	18	NA	1	0	2.54	0	0
exactly	35	0	1	0	2.11	0	0
exaggerate	3	NA	1	0	2.23	0	0
exaggeration	2	NA	1	0	2.29	1	0
exam	7	NA	1	0	4.48	0	0
examination	5	NA	1	0	3.93	0	0
examine	55	NA	1	0	2.86	0	0
example	506	NA	1	0	3.03	2	8
exarcheia	2	NA	1	1		0	0
exasperate	2	NA	1	0	2.14	0	0
excavata	2	1	1	0		1	0
excavate	4	NA	1	0	3.79	0	0
excavation	10	NA	1	0	3.23	0	0
exceed	8	NA	1	0	1.76	0	1
exceedingly	2	NA	1	0	1.91	0	0
excel	2	NA	1	0	2.15	0	0
excellent	10	NA	1	0	2.11	0	0
except	47	0	0	0	1.48	0	0
exception	27	NA	1	0	1.85	0	1
exceptional	8	NA	1	0	2.34	0	0
excess	33	NA	1	0	2.50	0	0
excessive	7	NA	1	0	2.25	0	0
excessively	1	NA	1	0	2.15	0	0
exchange	68	NA	1	0	2.74	1	1
exchangeable	2	NA	1	0	2.56	0	0
exchequer	2	NA	1	1		0	0
excise	3	NA	1	0	2.48	0	0
excision	7	NA	1	0		0	0
excitation	3	2	1	0	2.21	2	0
excite	42	0	1	0	1.97	0	0
excitement	6	NA	1	0	2.48	0	0
exclude	15	NA	1	0	2.62	0	0
exclusion	4	NA	1	0	2.07	0	0
exclusive	19	NA	1	0	2.11	0	0
exclusively	14	NA	1	0	1.92	0	0
exclusivity	1	NA	1	0	1.65	0	0
excrement	7	NA	1	0	4.43	0	0
excrete	6	NA	1	0	2.89	0	0
excreting	1	NA	1	0		0	0
excretion	8	NA	1	0	3.31	0	0
excretory	9	0	1	0	2.89	0	0
excruciate	1	NA	1	0	2.17	0	0
excurrent	1	NA	1	0		0	0
excuse	2	0	1	0	2.29	0	0
exec	4	0	1	0		0	0
execute	2	NA	1	0	2.76	0	0
executing	1	NA	1	0		0	0
execution	2	NA	1	0	3.93	0	0
executive	97	NA	1	0	4.00	0	5
exemplify	1	NA	1	0	1.93	0	0
exemption	18	NA	1	0	2.17	1	0
exercise	59	0	1	0	3.87	0	0
exercising	3	NA	1	0		0	0
exergonic	10	NA	1	0		0	0
exert	6	NA	1	0	2.43	0	0
exertion	1	NA	1	0	2.44	0	0
exhalation	2	NA	1	0	3.58	0	0
exhale	7	NA	1	0	3.90	0	0
exhaust	8	NA	1	0	2.96	0	0
exhibit	60	NA	1	0	3.50	0	0
exhibition	17	NA	1	0	3.52	0	0
exibility	3	NA	1	0		0	0
exible	1	NA	1	0		0	0
exist	167	NA	1	0	2.38	0	0
existence	20	3	1	0	1.54	1	1
existent	2	NA	1	0	2.14	0	0
existential	1	NA	1	0	1.73	0	0
exit	20	NA	1	0	3.93	0	0
exmoor	3	NA	1	1		0	0
exocrine	8	NA	1	0		0	0
exocytosis	7	1	1	0		1	0
exodus	1	NA	1	0	2.59	0	0
exoenzymes	2	NA	1	0		0	0
exogenous	1	NA	1	0		0	0
exon	12	NA	1	0		1	0
exoskeleton	15	NA	1	0	4.90	0	0
exotic	20	NA	1	0	2.11	0	0
expand	34	NA	1	0	3.36	0	0
expanse	3	NA	1	0	2.68	0	0
expansion	13	NA	1	0	3.00	0	0
expansive	2	NA	1	0	2.27	0	0
expect	163	0	1	0	1.89	0	0
expectancy	25	NA	1	0	1.85	1	1
expectation	10	NA	1	0	1.62	0	1
expedition	4	NA	1	0	2.96	0	0
expel	14	NA	1	0	2.88	0	0
expelling	1	NA	1	0		0	0
expend	6	NA	1	0	1.73	0	0
expenditure	2	NA	1	0	2.76	0	0
expense	15	NA	1	0	2.57	0	0
expensive	102	NA	1	0	3.13	0	0
experience	216	0	1	0	1.80	0	0
experiment	120	0	1	0	3.38	1	1
experimental	20	NA	1	0	2.15	0	0
experimentally	5	NA	1	0	1.60	0	0
experimentation	6	NA	1	0	2.31	0	0
experimenter	2	NA	1	0	3.80	0	0
expert	103	NA	1	0	2.85	0	2
expertise	5	NA	1	0	1.64	0	0
expiration	1	NA	1	0	2.61	0	0
expire	2	NA	1	0	2.73	0	0
explain	68	0	1	0	1.97	0	0
explanation	48	1	1	0	1.87	1	1
explanatory	1	NA	1	0	1.71	0	0
explicit	2	NA	1	0	1.86	0	0
explicitly	4	NA	1	0	2.07	0	0
explode	12	NA	1	0	4.10	0	0
exploit	20	NA	1	0	1.68	0	1
exploitation	4	NA	1	0	1.70	0	0
exploration	21	NA	1	0	2.83	0	0
explore	37	NA	1	0	2.90	0	0
explorer	5	NA	1	0	4.04	0	0
explosion	25	NA	1	0	4.52	0	0
explosive	10	NA	1	0	3.74	0	0
exponential	22	NA	1	0	1.58	0	0
exponentially	3	NA	1	0	2.00	0	0
export	30	NA	0	0	2.76	0	0
exporter	7	NA	1	0	3.50	0	0
exporting	6	NA	0	0		0	0
expose	41	NA	0	0	3.46	0	1
exposions	1	NA	1	0		0	0
exposure	32	NA	1	0	2.39	0	0
express	112	NA	1	0	2.21	0	2
expression	56	1	1	0	2.54	3	0
expulsion	2	NA	1	0	2.86	0	0
exquisite	2	NA	1	0	1.78	0	0
exsmokers	1	NA	1	0		0	0
extant	9	NA	1	0		0	0
extend	64	NA	1	0	2.93	0	0
extendable	1	NA	1	0	2.63	0	0
extension	17	0	1	0	2.93	1	3
extensive	31	NA	1	0	1.79	0	0
extensively	3	NA	1	0	2.11	0	0
extent	18	NA	1	0	1.44	0	0
exterior	14	NA	1	0	4.00	0	0
external	51	NA	1	0	2.82	0	1
externally	5	NA	1	0	2.59	0	0
extinct	52	NA	1	0	2.53	0	0
extinction	95	NA	1	0	2.43	1	0
extinguish	1	NA	1	0	3.47	0	0
extinguisher	1	NA	1	0	4.70	0	0
extra	67	NA	1	0	2.46	0	0
extracellular	45	0	1	0	2.74	0	0
extract	27	NA	1	0	3.56	0	0
extraction	10	NA	1	0	3.14	0	0
extradition	3	NA	1	0	2.29	0	0
extraneous	2	NA	1	0	2.12	0	0
extraordinarily	3	NA	1	0	1.63	0	0
extraordinary	45	NA	1	0	2.13	0	0
extravasation	1	NA	1	0		0	0
extreme	48	NA	1	0	1.96	0	0
extremely	65	NA	1	0	1.84	0	0
extremist	8	NA	1	0	2.74	0	0
extremophile	1	NA	1	0		1	0
extremophiles	8	2	1	0		2	0
extrusion	1	NA	1	0	2.61	0	0
extrusive	2	NA	1	0	2.08	0	0
exxon	1	NA	1	0		0	0
eybj	2	NA	1	1		0	0
eybjrt	1	NA	1	0		0	0
eyde	11	NA	1	1		1	0
eydes	1	NA	1	0		0	0
eye	54	0	1	0	4.90	1	0
eyebrow	2	NA	1	0	4.85	0	0
eyelid	1	NA	1	0	5.00	0	0
eyeline	1	NA	1	0		0	0
eyes	51	0	1	0	4.85	0	0
eyesight	2	NA	1	0	3.59	0	0
eyewitness	4	NA	1	0	3.61	0	0
faa	11	NA	1	1		0	0
faam	3	NA	1	1		0	0
fabric	4	NA	1	0	4.63	0	0
fabulous	3	NA	1	0	2.12	0	0
facade	3	NA	1	0	3.19	0	0
face	129	0	1	0	4.87	0	0
facebook	217	0	1	1	4.38	1	0
facebooks	2	NA	1	1		0	0
facial	22	NA	1	0	3.62	0	0
facilitate	28	NA	1	0	1.50	0	0
facility	25	NA	1	0	3.58	0	1
facing	26	NA	1	0	3.46	0	0
fact	137	0	1	0	2.72	0	0
factor	125	0	1	0	2.79	2	3
factory	78	NA	1	0	4.76	0	0
factual	1	NA	1	0	2.41	0	0
facultatively	1	NA	1	0		0	0
faculty	4	NA	1	0	3.96	0	0
fad	4	NA	1	1	2.36	0	0
fade	5	NA	1	0	2.48	0	0
fadh	6	NA	1	1		0	0
fading	1	NA	1	0	2.86	0	0
faeces	6	NA	1	0		0	1
faehrmann	6	NA	1	1		1	0
fail	54	NA	1	0	3.00	0	0
failing	6	NA	1	0	2.52	0	0
failure	30	NA	1	0	2.08	0	2
faint	5	NA	1	0	3.74	0	0
fair	50	0	1	0	2.39	0	0
fairfax	1	NA	1	0		0	0
fairly	8	NA	1	0	2.07	0	0
fairy	5	NA	1	0	4.11	0	0
faith	19	NA	1	0	1.63	0	0
faithfully	3	NA	1	0	1.77	0	0
fake	3	NA	1	0	1.97	0	0
falciparum	15	NA	1	0		0	0
falcon	1	NA	1	0	4.90	0	0
falkenmark	3	NA	1	1		0	0
fall	189	0	1	0	4.04	0	1
faller	1	NA	1	0		0	0
fallopian	3	NA	1	0	3.58	0	0
fallout	8	1	1	0	2.62	2	0
fallow	1	NA	1	0		0	0
falls	28	NA	1	0		0	0
false	69	NA	1	0	2.36	0	0
falsely	5	NA	1	0	1.97	0	0
falsifiable	2	NA	1	0	2.04	0	0
falsify	1	NA	1	0	2.33	0	0
falter	2	NA	1	0	2.19	0	0
fame	9	NA	1	1	1.96	0	0
famed	1	NA	1	0	1.81	0	0
familial	1	NA	1	0		0	0
familiar	34	NA	1	0	2.03	0	0
familiaris	1	NA	1	0		0	0
familiarity	1	NA	1	0	2.14	0	0
familiarize	2	NA	1	0	1.88	0	0
family	295	0	1	0	4.23	1	1
famine	8	1	1	0	3.55	2	0
famous	67	0	1	0	2.07	0	0
famously	4	NA	1	0	2.00	0	0
fan	124	NA	1	0	4.71	1	0
fanbase	2	NA	1	0		0	0
fanconi	2	NA	1	1		0	0
fancy	2	NA	1	0	2.50	0	1
fanfest	1	NA	1	0		0	0
fansaysthatthecostofthe	1	NA	1	0		0	0
fantastic	27	NA	1	0	1.78	0	0
fantasy	4	NA	1	0	1.59	0	0
fao	8	NA	1	1		0	0
far	206	0	1	0	2.71	3	1
faraday	1	NA	1	0		0	0
farage	3	NA	1	1		0	0
faran	2	NA	1	0		0	0
fare	2	NA	1	0	4.11	0	0
farewell	3	NA	1	0	2.21	0	0
farm	64	NA	1	0	4.59	0	0
farmer	54	NA	1	0	4.54	0	0
farming	51	NA	1	0	3.46	0	0
farmland	7	NA	1	0	4.86	0	0
farther	7	NA	1	0	2.70	0	0
farting	1	NA	1	0		0	0
fascinate	9	NA	1	0	1.75	0	0
fascination	2	NA	1	0	1.89	0	0
fashion	38	NA	1	0	3.43	0	1
fashionable	10	NA	1	0	1.93	0	0
faso	1	NA	1	0		0	0
fast	171	0	1	0	3.32	0	0
fasten	1	NA	1	0	4.14	0	0
fasting	11	NA	1	0	2.72	0	0
fat	91	0	1	0	4.52	2	3
fatal	16	NA	1	0	3.19	0	0
fatality	5	NA	1	0	3.50	0	0
fate	7	NA	1	0	1.53	0	1
father	47	0	1	0	4.52	1	1
fatigue	5	NA	1	0	3.14	0	0
fatty	55	NA	1	0	3.90	0	0
fatuma	1	NA	1	0		0	0
fault	6	0	1	0	2.41	0	0
faulty	2	NA	1	0	2.10	0	0
fauna	10	NA	1	0	3.96	0	0
faux	1	NA	1	0	2.50	0	0
favela	3	NA	1	0		0	0
favor	11	NA	1	0	2.07	0	0
favorable	10	NA	1	0	2.32	0	0
favour	19	NA	1	0		0	0
favourable	1	NA	1	0		0	0
favourite	20	NA	1	0		0	0
fawcett	1	NA	1	0		0	0
fawkes	2	NA	1	1		0	0
fbi	6	NA	1	1		0	0
fda	2	NA	1	1		0	0
fear	63	NA	1	0	2.57	0	0
fearful	1	NA	1	0	2.20	0	0
fearless	2	NA	1	1	1.90	0	0
fearsome	1	NA	1	0	2.00	0	0
feasible	3	NA	1	0	1.57	0	0
feast	1	NA	1	0	4.30	0	0
feat	3	NA	1	0	2.44	0	0
feather	15	NA	1	0	4.90	0	0
feathery	1	NA	1	0	3.62	0	0
feature	93	NA	1	0	2.96	0	1
featureless	2	NA	1	0	2.70	0	0
february	35	NA	1	1	2.40	0	0
fecal	2	NA	1	0	3.93	0	0
feces	12	1	1	0	4.96	1	0
fed	16	NA	1	0	3.19	0	0
federal	14	NA	1	1	2.41	0	0
federation	15	NA	1	0	2.24	0	0
federer	3	NA	1	1		0	0
fee	52	NA	1	0	3.89	0	0
feed	98	NA	1	0	4.17	0	0
feedback	39	NA	1	0	2.48	0	0
feeder	15	NA	1	0	4.36	0	0
feeding	31	NA	1	0	4.15	0	0
feedstock	1	NA	1	0		0	0
feedstuff	1	NA	1	0		0	0
feel	205	0	1	0	2.28	0	0
feeling	31	0	1	0	1.68	0	0
feelings	7	NA	1	0		0	0
feigon	1	NA	1	0		0	0
feinstein	22	NA	1	1		0	0
feinsteins	1	NA	1	0		0	0
feldspar	1	NA	1	0		0	0
felicia	3	NA	1	1		0	0
felix	14	NA	1	1		0	0
fellow	19	NA	1	0	3.67	0	3
fellowship	2	NA	1	1	2.28	0	0
felsic	5	NA	1	0		0	0
female	210	NA	1	0	4.57	1	2
feminine	3	NA	1	0	2.41	0	0
feminism	3	NA	1	0	2.17	0	0
femur	4	NA	1	0	4.88	0	0
fence	10	NA	1	0	4.82	0	0
fencing	2	NA	1	0	4.45	0	0
fend	5	NA	1	0	2.34	0	0
fenix	1	NA	1	0		0	0
feral	1	NA	1	0	2.81	0	0
ferguson	11	NA	1	1		0	0
fergusons	1	NA	1	0		0	0
ferment	8	NA	1	0	2.92	0	0
fermentation	27	5	1	0	3.19	3	0
fern	33	4	1	0	5.00	1	0
ferna	3	NA	1	1		0	0
ferocious	1	NA	1	0	2.96	0	0
ferox	1	NA	1	0		0	0
ferrand	1	NA	1	0		0	0
ferrari	1	NA	1	0		0	0
ferreira	2	NA	1	1		1	0
ferry	7	0	1	0	4.83	0	0
fertile	6	NA	1	0	2.96	0	0
fertility	8	NA	1	0	2.59	0	0
fertilization	77	1	1	0	3.21	6	0
fertilize	43	NA	1	0	3.72	0	1
fertilizer	16	NA	1	0	4.76	0	0
fervently	1	NA	1	0	1.87	0	0
festival	63	NA	1	0	4.33	0	0
festive	2	NA	1	0	2.74	0	0
fetal	5	NA	1	0	3.64	0	0
fetch	4	NA	1	0	3.42	0	0
fetus	19	NA	1	0	4.62	0	0
fever	18	NA	1	0	3.27	1	0
few	283	0	0	0	2.48	0	0
fewer	68	NA	1	0		0	0
fewest	1	NA	1	0		0	0
feyissa	3	1	1	1		1	0
fiber	48	2	1	0	4.50	3	2
fibre	3	NA	1	0		0	0
fibreglass	6	NA	1	0		0	0
fibril	1	NA	1	0		0	0
fibroblast	1	NA	1	0		0	0
fibrosis	1	NA	1	0		0	0
fibrous	12	NA	1	0	3.19	0	0
fiction	13	NA	1	0	2.14	0	0
fictional	1	NA	1	0	2.11	0	0
fidget	6	NA	1	0	3.07	0	0
field	59	NA	1	0	4.26	1	4
fieldheim	3	NA	1	1		0	0
fields	35	NA	1	0		0	0
fiennes	6	NA	1	1		0	0
fierce	5	NA	1	0	2.62	0	0
fifa	33	NA	1	1		0	0
fifas	2	NA	1	1		0	0
fifth	31	NA	1	0	3.81	0	0
fifty	4	NA	0	0	3.48	0	0
figaro	3	NA	1	1		0	0
fight	58	0	1	0	4.20	0	0
fighter	2	NA	1	0	3.96	0	0
fighting	37	NA	1	0	3.78	0	0
figure	81	0	1	0	3.63	0	2
figuring	2	NA	1	0		0	0
fiji	6	NA	1	1		0	0
fikari	1	NA	1	0		0	0
fil	1	NA	1	0		0	0
filament	25	NA	1	0	4.27	3	1
fildes	19	0	1	1		2	0
file	36	NA	1	0	4.41	0	0
filial	4	NA	1	0		0	0
filing	3	NA	1	0	3.52	0	0
fill	92	NA	1	0	3.32	0	0
filler	2	NA	1	0	2.92	0	0
filling	4	NA	1	0	3.84	0	1
film	141	NA	1	0	4.71	2	0
filming	22	NA	1	0		0	0
filter	31	NA	1	0	4.59	0	0
filterable	1	NA	1	0	2.04	0	0
filth	3	NA	1	0	4.14	0	0
filtration	1	NA	1	0	3.50	2	0
fimbrae	2	1	1	0		1	0
fimbria	1	NA	1	0		0	0
fin	15	3	1	0	4.76	1	0
final	72	NA	1	0	2.67	0	0
finalize	2	NA	1	0	2.14	0	0
finally	91	0	1	0	1.67	0	0
finance	19	NA	1	0	3.36	0	0
finances	5	NA	1	0		0	0
financial	47	NA	1	0	2.52	0	0
financially	3	NA	1	0	2.34	0	0
financing	4	NA	1	0		0	0
finch	20	NA	1	0	4.30	0	0
fincham	2	NA	1	1		0	0
find	805	0	1	0	2.63	0	3
finder	4	NA	1	0	3.00	0	0
finding	56	NA	1	0	2.89	0	0
findings	32	NA	1	0		0	0
fine	34	0	1	0	2.61	0	0
finely	1	NA	1	0	2.08	0	0
finfish	1	NA	1	0		0	0
finger	8	NA	1	0	5.00	0	0
fingerlike	1	NA	1	0	3.07	0	0
finish	19	0	1	0	2.89	0	0
finishing	5	NA	1	0	2.36	0	0
finite	1	NA	1	0	1.74	0	0
finland	7	NA	1	1		0	0
finn	1	NA	1	0		0	0
finnish	3	NA	1	0		0	0
fiona	3	NA	1	1		0	0
fir	2	NA	1	0	4.58	0	0
firbida	3	NA	1	1		0	0
fire	118	0	1	0	4.68	2	0
firearm	1	NA	1	0	4.64	0	0
fireball	2	NA	1	0	4.32	0	0
firefighter	1	NA	1	0	4.87	0	0
firesafety	1	NA	1	0		0	0
firewood	3	NA	1	0	4.93	0	0
firework	5	NA	1	0	4.62	0	0
firing	3	NA	1	0	3.64	0	0
firm	42	NA	1	0	3.54	0	0
firmly	5	NA	1	0	2.33	0	0
first	766	0	0	0	2.76	0	0
firstly	3	NA	1	0	1.85	0	0
fisa	9	NA	1	1		0	0
fiscal	3	NA	1	0	1.85	0	0
fischer	6	NA	1	1		1	0
fish	245	0	1	0	5.00	1	7
fisher	2	NA	1	0	4.22	0	0
fisherman	22	NA	1	0	4.73	0	1
fishery	27	NA	1	0	4.52	1	0
fishing	31	NA	1	0	4.30	0	0
fission	21	1	1	0		3	0
fissure	7	NA	1	0	3.83	0	1
fist	2	NA	1	0	4.93	0	0
fit	77	NA	1	0	2.70	1	4
fitness	33	NA	1	0	3.11	0	0
fitter	8	NA	1	0		0	0
fitting	2	NA	1	0	2.76	0	0
fittingly	1	NA	1	0	1.82	0	0
fitz	1	NA	1	0		0	0
fitzgerald	1	NA	1	0		0	0
five	217	0	0	0	3.87	0	0
fives	5	NA	1	0	3.59	0	0
fix	35	0	1	0	2.93	0	0
fixation	12	1	1	0	1.67	1	1
fixer	1	NA	1	0	3.54	0	0
fixing	5	NA	1	0	2.90	0	0
fizzle	1	NA	1	0	3.89	0	0
fjeldstad	11	0	1	1		1	0
flabbergast	2	NA	1	0	1.71	0	0
flaccid	1	NA	1	0	3.62	0	0
flag	15	NA	1	0	4.79	0	0
flagellate	3	NA	1	0		0	0
flagellum	26	NA	1	0		0	0
flahaut	6	0	1	1		0	0
flak	1	NA	1	0		0	0
flake	1	NA	1	0	4.36	0	0
flame	7	NA	1	0	4.67	0	0
flamingo	1	NA	1	0	4.81	0	0
flammable	3	NA	1	0	3.61	0	0
flap	3	NA	1	0	4.14	0	2
flapping	7	NA	1	0		0	0
flappy	7	NA	1	1		0	0
flare	2	NA	1	0	4.50	0	0
flash	2	NA	1	0	3.67	0	0
flask	4	NA	1	0	4.79	0	0
flat	30	NA	1	0	4.07	0	0
flatbread	6	NA	1	0		0	1
flatpack	2	NA	1	0		0	0
flats	6	NA	1	0		0	0
flatten	11	NA	1	0	3.86	0	0
flatter	2	NA	1	0	2.14	0	0
flatworm	18	NA	1	0	4.78	0	1
flavor	3	NA	1	0	3.55	0	0
flavour	14	NA	1	0		0	0
flavrsavr	2	NA	1	1		0	0
flaw	2	NA	1	0	2.86	0	0
flawless	1	NA	1	0	2.52	0	0
flea	2	NA	1	0	4.89	0	0
fledge	1	NA	1	0		0	0
flee	8	NA	1	0	3.67	0	0
fleet	8	NA	1	0	3.81	0	0
fleming	5	NA	1	1		0	0
flerov	3	NA	1	1		0	0
flerovium	3	NA	1	0		0	0
flesh	5	NA	1	0	4.59	0	0
fleshy	4	NA	1	0	3.56	0	0
flex	1	NA	1	0	3.88	0	1
flexibility	11	NA	1	0	2.96	0	0
flexible	10	NA	1	0	2.64	0	0
flexion	3	NA	1	0		0	0
flick	1	NA	1	0	3.71	0	0
flies	10	NA	1	0		0	0
flight	57	NA	1	0	3.90	1	0
flightless	1	NA	1	0	2.83	0	0
flimsy	1	NA	1	0	3.19	0	0
flint	1	NA	1	0	4.64	0	0
flip	3	NA	1	0	3.97	0	0
flipper	1	NA	1	0	4.26	0	0
float	8	NA	1	0	4.07	0	1
floating	17	NA	1	0	3.89	0	0
flock	6	NA	1	0	4.67	0	0
flood	12	NA	1	0	4.62	0	0
flooding	2	NA	1	0	4.38	0	0
floor	46	0	1	0	4.80	0	0
flooring	3	NA	1	0	4.43	0	0
floppy	3	NA	1	0	3.81	0	0
flora	19	NA	1	0		0	0
floral	2	NA	1	0	3.75	0	0
florida	11	NA	1	1		0	0
flotilla	1	NA	1	0		0	0
flour	6	NA	1	0	4.97	0	0
flourish	7	NA	1	0	2.10	0	0
flow	108	1	1	0	3.72	3	5
flower	97	1	1	0	5.00	3	0
flower's	1	NA	1	0		0	0
flowerbed	1	NA	1	0	4.71	0	0
flowering	16	NA	1	0	3.67	0	0
flowing	12	NA	1	0	2.43	0	0
floyd	1	NA	1	0		1	0
flu	6	NA	1	0	3.65	0	0
fluctuate	8	NA	1	0	2.44	0	0
fluctuation	6	NA	1	0	2.36	0	0
fluency	1	NA	1	0	2.19	0	0
fluent	4	NA	1	0	1.93	0	0
fluffy	5	0	1	0	3.86	0	0
fluid	99	NA	1	0	4.73	0	4
fluidity	2	NA	1	0	2.55	0	0
fluke	2	NA	1	0	2.34	0	0
fluoresce	1	NA	1	0		0	0
fluorescence	2	NA	1	0	3.23	0	0
fluorescent	3	NA	1	0	3.78	0	0
fluorescently	1	NA	1	0		0	0
fluorine	1	NA	1	0	4.09	0	0
flurry	1	NA	1	0	3.38	0	0
flush	3	NA	1	0	3.72	0	0
fluttering	1	NA	1	0	3.19	0	0
flux	4	NA	1	0	2.54	0	0
fly	67	0	1	0	4.64	0	1
flyer	4	NA	1	0	4.19	0	0
flying	42	NA	1	0	4.10	0	0
flytrap	1	NA	1	0	4.62	0	0
foam	4	NA	1	0	4.85	0	0
focus	103	NA	1	0	2.35	0	2
focusing	6	NA	1	0		0	0
fog	5	NA	1	0	4.66	0	0
foggy	2	NA	1	0	3.80	0	0
fold	15	NA	1	0	4.13	0	3
folding	6	NA	1	0	3.89	0	0
foliage	3	NA	1	0	4.67	0	0
folic	2	NA	1	0		0	0
folio	6	NA	1	1	3.76	0	0
folk	1	NA	1	0	3.57	0	0
follicle	22	NA	1	0	4.44	1	0
follicular	4	NA	1	0		0	0
follies	1	NA	1	0		0	0
follow	149	0	1	0	3.26	0	0
followers	9	NA	1	0		0	0
following	108	NA	1	0	2.83	1	1
fond	1	NA	1	0	1.68	0	0
fonda	2	NA	1	0		0	0
food	725	0	1	0	4.80	1	5
foodborne	6	NA	1	0		0	0
foodservicewarehouse	2	NA	1	1		0	0
foodstuff	2	NA	1	0	4.00	0	0
fool	9	0	1	0	3.19	0	0
foot	85	0	1	0	4.90	0	0
footage	12	NA	1	0	3.42	0	0
football	79	NA	1	0	4.73	0	0
footfall	2	NA	1	0		0	0
foothold	3	NA	1	0	4.03	0	0
footprint	8	NA	1	0	4.37	0	0
footstep	6	NA	1	0	4.18	0	0
footwear	3	NA	1	0	4.66	0	0
for	1	0	0	0	1.63	0	0
forage	1	NA	1	0	3.12	0	0
forbid	3	NA	1	0	1.96	0	0
forbs	3	NA	1	0		0	0
force	151	NA	1	0	3.00	0	4
forcefully	1	NA	1	0	2.68	0	0
ford	9	NA	1	1	4.19	0	0
fore	2	NA	1	0	2.52	0	0
forearm	5	NA	1	0	4.69	0	0
forecast	6	NA	1	0	2.78	0	0
forecaster	2	NA	1	0	4.52	0	0
forecasting	1	NA	1	0	2.60	0	0
forecourt	2	NA	1	0		0	0
forefront	6	NA	1	0	3.00	0	0
foreground	1	NA	1	0	2.93	0	0
forehead	2	NA	1	0	4.90	0	0
foreign	117	NA	1	0	2.50	0	0
foreigner	12	NA	1	0	3.32	0	0
foreleg	3	NA	1	0		0	1
foremost	1	NA	1	0	2.00	0	0
forensic	26	NA	1	0	2.62	0	0
forensics	2	NA	1	0	2.13	0	0
forerunner	1	NA	1	0	2.85	0	0
foreseeable	2	NA	1	0	1.62	0	0
forest	165	NA	1	0	4.76	3	0
forever	13	0	1	0	1.34	0	0
forewarn	1	NA	1	0	2.20	0	0
